campaign_type,platform,region,device,age_group,season,campaign_date,budget,impressions,clicks,likes,shares,comments,leads,conversions,customer_rating,revenue,spend,profit,roi,bounce_rate,session_duration_sec
search,facebook,west,desktop,25-34,summer,2025-03-24,39104.0,217316,3981,5238,294,716,466,80,4.2,228707.82,34400.86,194306.96,564.83,55.15,51.0
influencer,x,west,desktop,18-24,summer,2024-02-27,29287.0,394998,16720,7068,657,569,1277,179,3.4,975977.61,25645.66,950331.95,3705.62,49.16,109.0
email,youtube,south,tablet,18-24,monsoon,2023-10-18,63163.0,571414,14956,26711,3855,2810,3396,523,4.0,3186314.37,67120.29,3119194.08,4647.17,32.32,132.0
influencer,instagram,south,desktop,45-54,festive,2024-11-13,22299.0,565358,17557,14801,1378,2151,5566,2285,4.1,2191996.76,22181.94,2169814.82,9781.9,26.02,120.0
social media,facebook,central,tablet,25-34,monsoon,2025-05-28,31016.0,207752,6355,5689,1158,534,1977,132,2.2,856629.13,32774.58,823854.55,2513.7,74.48,229.0
search,x,east,tablet,45-54,winter,2024-09-12,77433.0,853752,24036,10869,1047,444,1082,67,3.2,173000.15,67355.89,105644.26,156.84,67.7,181.0
influencer,x,south,mobile,45-54,summer,2024-08-18,56546.0,912455,30872,18112,3733,854,6079,1419,4.0,9537477.59,49609.09,9487868.5,19125.26,78.36,172.0
search,linkedin,central,mobile,55+,monsoon,2024-03-05,188318.0,2901755,66511,82231,15970,10866,2553,717,3.7,2348649.46,196842.9,2151806.56,1093.16,72.67,149.0
affiliate,google ads,central,tablet,25-34,monsoon,2024-08-30,49954.0,259207,7183,7169,1314,962,1179,119,4.5,136202.55,54762.41,81440.13999999998,148.72,47.4,260.0
affiliate,x,south,desktop,45-54,summer,2024-06-15,22853.0,404026,18154,14027,1395,811,2715,596,3.5,524138.77,25045.97,499092.8000000001,1992.71,61.44,50.0
influencer,facebook,north,desktop,18-24,summer,2024-12-13,22292.0,331396,8938,15351,2718,590,1932,367,4.5,1401042.4,20980.94,1380061.46,6577.69,74.96,161.0
affiliate,linkedin,central,desktop,55+,festive,2024-04-04,69210.0,525376,19735,16676,1902,630,4982,898,3.5,4175064.3,62692.8,4112371.5,6559.56,27.49,254.0
email,linkedin,south,desktop,25-34,summer,2024-06-19,146396.0,1315230,42479,27012,3276,1867,3991,464,4.3,2756148.57,125085.93,2631062.64,2103.4,36.35,43.0
search,linkedin,east,mobile,35-44,monsoon,2024-03-09,46163.0,429917,11158,11497,1811,449,1817,274,3.4,1534905.28,44307.01,1490598.27,3364.25,58.06,119.0
social media,google ads,central,mobile,35-44,monsoon,2025-12-24,329870.0,3014714,86622,63491,12306,6226,11689,4912,4.0,16773798.4,360392.77,16413405.63,4554.31,70.53,75.0
email,facebook,south,desktop,45-54,festive,2024-05-23,205210.0,5662769,225826,115827,26083,12970,10303,2016,5.0,26825905.25,222575.33,26603329.92,11952.51,30.01,31.0
social media,youtube,east,mobile,55+,monsoon,2023-04-14,112798.0,1559105,45934,19088,1375,1158,4406,1792,3.7,3236415.6,97897.94,3138517.66,3205.91,53.17,346.0
email,facebook,north,tablet,25-34,summer,2023-10-30,37718.0,340422,12252,6705,1506,505,1334,108,4.0,924089.58,30607.81,893481.7699999999,2919.13,52.56,172.0
email,google ads,east,mobile,55+,summer,2023-04-13,52983.0,749101,11990,18458,2445,707,3060,1132,3.1,6196221.66,48623.73,6147597.93,12643.21,49.93,307.0
affiliate,x,central,mobile,55+,winter,2025-07-14,201616.0,3813772,83138,131601,29223,12452,5086,262,3.7,1116659.23,185126.01,931533.22,503.19,50.04,89.0
search,youtube,north,desktop,45-54,festive,2025-12-16,237349.0,5575330,136537,92429,20526,11043,50336,16344,3.5,139876757.16,206204.65,139670552.51,67733.95,22.2,178.0
influencer,linkedin,west,tablet,35-44,summer,2025-05-27,171730.0,2171392,58347,70677,11549,5535,15357,3044,3.7,4901937.89,149662.32,4752275.569999999,3175.33,78.24,139.0
social media,youtube,west,tablet,55+,monsoon,2024-08-12,32572.0,269514,6294,3662,565,316,2413,771,4.2,5745602.88,35309.38,5710293.5,16172.17,37.9,46.0
affiliate,facebook,east,tablet,18-24,monsoon,2025-07-08,85944.0,370170,9975,11061,1204,528,1285,370,4.7,407405.83,81032.16,326373.67000000004,402.77,79.51,149.0
email,google ads,north,tablet,18-24,monsoon,2025-11-22,154141.0,2069335,55801,97112,20817,10896,5837,468,4.1,1013096.64,151564.76,861531.88,568.42,49.8,98.0
social media,x,central,mobile,25-34,monsoon,2024-04-04,40451.0,488460,14123,20790,4539,2743,1614,394,4.8,988522.52,43379.11,945143.41,2178.8,64.29,531.0
email,google ads,north,tablet,18-24,festive,2025-01-21,18009.0,506611,15567,12246,1944,665,5845,1490,4.3,22832271.66,18523.95,22813747.71,123158.12,57.25,334.0
affiliate,facebook,north,desktop,45-54,summer,2025-07-11,97352.0,921087,33819,49837,6048,3408,6966,1904,4.3,9815739.41,93048.87,9722690.54,10449.02,35.97,111.0
social media,instagram,east,tablet,45-54,monsoon,2024-10-20,112250.0,636186,20014,15050,2729,2036,2588,243,4.0,578547.09,111960.58,466586.51,416.74,45.42,163.0
influencer,x,south,tablet,55+,monsoon,2025-10-18,55448.0,605593,13167,22941,2674,1744,1652,197,4.4,834874.99,55082.61,779792.38,1415.68,40.55,141.0
social media,instagram,south,desktop,35-44,festive,2023-12-27,19163.0,573535,21825,29907,5439,4449,2119,238,4.1,1826158.23,17233.95,1808924.28,10496.28,58.93,83.0
influencer,linkedin,central,tablet,25-34,monsoon,2025-04-20,102442.0,1480455,17739,20149,1437,2661,2881,566,3.9,3932933.85,112172.46,3820761.39,3406.15,43.59,325.0
affiliate,google ads,north,mobile,35-44,festive,2024-06-02,58438.0,543318,23589,37812,8050,3735,2060,749,4.3,11609555.08,57501.62,11552053.46,20089.96,50.04,161.0
influencer,youtube,west,desktop,18-24,winter,2025-07-21,539256.0,8802766,218248,249654,41325,31737,62946,23745,4.2,210420137.54,571996.3,209848141.24,36686.98,60.75,125.0
influencer,facebook,north,mobile,35-44,summer,2024-10-13,100328.0,1288286,41438,32903,7408,4780,8557,659,3.5,3038764.57,94135.55,2944629.02,3128.07,63.31,191.0
email,instagram,north,mobile,55+,monsoon,2023-01-24,28830.0,124757,3114,5140,421,585,608,245,4.7,163271.52,30791.9,132479.62,430.24,60.23,191.0
search,facebook,south,tablet,18-24,winter,2024-12-17,31076.0,477383,15802,10812,947,737,2021,681,5.0,4671561.3,25905.73,4645655.569999999,17932.93,67.15,262.0
affiliate,instagram,east,mobile,18-24,winter,2025-04-14,13832.0,115307,1610,2676,609,170,421,109,4.8,909365.49,14357.26,895008.23,6233.84,23.07,161.0
influencer,linkedin,east,desktop,55+,festive,2023-07-19,21569.0,565509,16709,14970,2941,451,3503,332,4.3,3340451.09,18144.28,3322306.81,18310.49,45.26,329.0
search,x,north,mobile,35-44,festive,2024-03-07,20799.0,588763,9011,15628,2579,625,714,192,3.4,2786017.79,20882.44,2765135.35,13241.44,31.11,92.0
social media,google ads,east,tablet,35-44,winter,2023-05-01,85562.0,1132958,46243,36711,7264,4353,2619,787,3.5,5383420.01,75876.88,5307543.13,6994.94,76.96,161.0
social media,instagram,south,mobile,35-44,monsoon,2025-05-28,63693.0,802404,7707,12000,1494,975,1816,292,3.6,1655793.7,52365.7,1603428.0,3061.98,24.88,214.0
social media,youtube,west,tablet,18-24,winter,2025-06-25,36265.0,475813,10622,14663,3462,1378,4084,1462,4.0,4786596.24,34152.6,4752443.640000001,13915.32,38.99,80.0
affiliate,x,central,desktop,18-24,winter,2024-06-06,49494.0,395755,9889,14505,2742,1800,1390,316,3.2,2731359.17,54346.91,2677012.26,4925.79,40.05,310.0
email,instagram,south,tablet,45-54,summer,2024-12-26,97228.0,1357470,48664,34581,7850,3132,8971,2006,4.4,16885632.39,101347.65,16784284.740000002,16561.1,50.04,188.0
email,instagram,central,mobile,45-54,summer,2024-09-04,43559.0,643207,15690,18055,1993,2604,3174,550,3.8,5885104.38,39233.02,5845871.36,14900.39,77.34,150.0
influencer,instagram,north,mobile,35-44,monsoon,2023-09-13,45193.0,633081,17992,16526,4123,1674,3399,445,4.2,1308627.17,36487.42,1272139.75,3486.52,44.98,221.0
affiliate,youtube,central,mobile,25-34,monsoon,2024-11-24,56176.0,265210,5061,3221,774,262,1516,376,4.1,2524537.51,61069.75,2463467.76,4033.86,56.54,245.0
affiliate,instagram,north,mobile,55+,monsoon,2024-06-22,168444.0,2271544,20329,34350,4108,4188,4942,1807,3.3,10058734.86,135496.39,9923238.47,7323.62,40.36,253.0
social media,facebook,north,mobile,45-54,winter,2025-07-03,42440.0,460451,10393,7586,1465,589,1064,308,2.8,1351105.15,37737.51,1313367.64,3480.27,60.43,84.0
search,youtube,west,desktop,55+,festive,2024-06-11,79550.0,607426,9556,8449,1005,859,2661,980,4.2,1316935.3,81582.72,1235352.58,1514.23,56.66,165.0
search,instagram,east,tablet,18-24,festive,2025-11-27,66490.0,1559324,39434,43690,8005,1882,7971,542,4.8,2001704.51,70264.94,1931439.57,2748.8,41.45,161.0
social media,x,west,mobile,25-34,summer,2023-11-23,31142.0,303781,12031,6136,1388,862,1586,163,3.3,1325931.46,26185.7,1299745.76,4963.57,42.91,296.0
search,google ads,south,tablet,55+,summer,2025-03-14,177351.0,2337718,31558,54083,12295,1778,3112,1347,3.8,14495780.87,155656.9,14340123.97,9212.65,67.29,33.0
affiliate,x,central,mobile,45-54,festive,2024-09-17,164920.0,3595761,85976,126144,26125,12548,5319,990,4.6,12954012.42,152028.36,12801984.06,8420.79,65.28,340.0
affiliate,instagram,south,desktop,35-44,winter,2024-12-21,17839.0,115816,4951,4286,367,243,1027,288,3.7,3390856.53,17530.58,3373325.95,19242.52,22.54,120.0
influencer,instagram,west,tablet,55+,monsoon,2024-10-17,13700.0,99639,2510,1709,253,79,883,159,3.5,933082.18,12329.5,920752.68,7467.88,42.65,161.0
affiliate,instagram,north,tablet,45-54,winter,2023-11-05,174378.0,3133998,108695,168161,39439,14022,18860,2874,3.8,26739221.27,186167.48,26553053.79,14262.99,46.76,413.0
search,youtube,south,desktop,18-24,winter,2024-10-22,237209.0,2355848,75548,121214,21524,10432,6416,2471,4.2,23265202.38,255854.76,23009347.62,8993.13,35.59,216.0
influencer,google ads,north,tablet,45-54,monsoon,2025-02-08,74304.0,359573,12095,12512,2067,1279,3895,1318,5.0,7926009.95,80494.99,7845514.96,9746.59,29.01,131.0
search,google ads,south,mobile,35-44,festive,2025-02-24,88073.0,987426,32410,42398,8417,3211,11197,1183,4.3,4748015.39,92692.19,4655323.199999999,5022.35,28.07,125.0
social media,google ads,north,tablet,35-44,monsoon,2024-04-06,63665.0,650730,14436,24641,5278,2341,668,138,3.7,226285.0,52956.92,173328.08000000002,327.3,47.12,137.0
influencer,linkedin,central,mobile,35-44,winter,2025-12-29,54793.0,378674,12482,17101,1583,1916,2241,322,4.6,1205916.53,51738.23,1154178.3,2230.8,29.14,311.0
search,x,east,desktop,25-34,winter,2024-10-29,54146.0,391502,5471,9350,1027,444,169,15,3.8,58787.62,50280.11,8507.510000000002,16.92,72.81,187.0
influencer,google ads,south,mobile,45-54,summer,2024-04-05,48013.0,375153,11641,15034,2866,1679,2305,963,3.3,6373806.57,40732.04,6333074.53,15548.14,62.22,161.0
affiliate,instagram,south,desktop,25-34,summer,2025-05-13,119032.0,1047726,36075,46754,10596,5163,2459,670,4.0,7275082.75,102428.33,7172654.42,7002.61,68.21,163.0
influencer,facebook,central,tablet,45-54,winter,2024-02-28,225897.0,2141046,33427,15328,3287,1406,5710,1853,2.5,20583515.91,222492.6,20361023.31,9151.33,64.06,160.0
email,x,south,desktop,45-54,monsoon,2023-08-26,87949.0,619192,20500,21792,4479,2800,2435,640,4.9,635585.65,78272.95,557312.7000000001,712.01,27.01,148.0
affiliate,google ads,south,mobile,55+,summer,2025-12-06,53848.0,610814,21243,36674,8639,3044,5213,1069,4.2,8717867.85,43233.29,8674634.56,20064.71,28.25,337.0
search,youtube,south,tablet,55+,festive,2024-10-04,105225.0,3083938,82979,54293,13347,5913,21000,8857,4.9,153176031.65,113621.41,153062410.24,134712.65,73.54,455.0
social media,google ads,north,tablet,25-34,festive,2023-11-24,43006.0,733234,24731,32846,2326,1273,10205,1107,3.9,11478987.72,37639.74,11441347.98,30396.99,35.62,191.0
email,linkedin,east,desktop,45-54,winter,2023-06-22,33943.0,279339,894,925,130,76,91,7,3.7,68766.69,35310.31,33456.380000000005,94.75,30.78,161.0
email,linkedin,west,mobile,55+,summer,2025-01-29,61397.0,548265,17151,28937,2793,2320,1483,345,3.3,1036437.43,53460.02,982977.41,1838.72,46.57,177.0
social media,google ads,central,tablet,18-24,summer,2025-10-31,118731.0,1167034,43196,74961,5071,11139,5280,2122,3.6,1025074.8,111064.94,914009.86,822.95,64.44,257.0
affiliate,linkedin,north,desktop,25-34,festive,2023-04-04,29756.0,602545,14263,21980,2386,2950,1737,104,3.8,1704415.15,31638.07,1672777.0799999998,5287.23,71.34,233.0
search,linkedin,north,desktop,55+,monsoon,2025-08-29,27793.0,231693,4918,2421,174,248,795,55,3.5,401451.6,29518.79,371932.81,1259.99,66.58,203.0
affiliate,instagram,central,tablet,25-34,festive,2024-10-30,69855.0,1375792,52164,46651,2634,6087,9972,3893,4.2,12113870.29,72025.81,12041844.48,16718.79,44.22,105.0
affiliate,facebook,north,tablet,35-44,festive,2025-09-25,62300.0,1686727,48926,71358,5188,5937,10213,2456,4.8,31306088.27,58265.99,31247822.28,53629.61,72.91,150.0
search,facebook,central,tablet,55+,summer,2025-11-08,59643.0,421536,16316,13319,1521,837,963,89,4.5,592141.83,50351.15,541790.6799999999,1076.02,71.09,312.0
influencer,facebook,central,desktop,35-44,festive,2023-07-30,52168.0,1037423,20669,8292,783,773,6542,2181,4.5,26882840.26,52932.36,26829907.9,50687.16,62.47,47.0
influencer,google ads,west,mobile,55+,summer,2025-12-29,46433.0,730715,21104,34291,2346,4957,4683,604,4.4,3141703.19,45868.95,3095834.24,6749.3,53.49,32.0
search,instagram,south,mobile,25-34,summer,2025-07-14,47479.0,522838,18459,11480,1767,1181,4173,379,3.6,3824537.37,46050.12,3778487.25,8205.16,74.75,259.0
influencer,youtube,south,desktop,25-34,winter,2024-04-20,158681.0,3139264,35114,33111,6979,1176,12484,3165,3.1,25089789.3,145230.38,24944558.92,17175.85,79.72,246.0
email,facebook,east,desktop,55+,monsoon,2023-08-06,105014.0,659161,24073,27677,6651,1495,5440,983,4.3,8257022.07,94676.19,8162345.88,8621.33,27.13,271.0
affiliate,youtube,central,mobile,55+,festive,2023-01-02,51151.0,861779,24012,32327,3867,3595,2865,338,3.2,5892140.59,43752.85,5848387.74,13366.87,23.95,58.0
social media,linkedin,west,mobile,18-24,summer,2025-11-11,90130.0,416455,8371,10067,1223,1457,243,34,4.4,243577.77,90510.83,153066.94,169.11,21.8,433.0
social media,google ads,south,mobile,35-44,festive,2023-03-20,223005.0,5302012,91640,103091,17304,13663,25460,8458,4.5,50202225.87,186303.15,50015922.72,26846.53,73.76,161.0
affiliate,youtube,east,mobile,25-34,monsoon,2023-03-26,146852.0,1454814,36887,63574,4850,7849,7701,1172,3.4,9112343.75,136477.18,8975866.57,6576.83,26.99,128.0
influencer,x,central,tablet,45-54,summer,2024-04-22,65829.0,1030684,34374,56135,7924,5778,4799,1037,4.3,7766551.23,67951.8,7698599.430000001,11329.5,64.81,450.0
search,linkedin,south,desktop,45-54,monsoon,2023-08-08,52422.0,540546,19564,17517,3856,1206,5188,1186,3.6,7487322.32,50982.94,7436339.38,14585.94,36.66,260.0
affiliate,x,north,desktop,45-54,festive,2024-02-27,34089.0,833789,25638,44098,2772,1800,2223,370,3.9,5556765.84,33574.29,5523191.55,16450.66,70.13,280.0
affiliate,google ads,central,desktop,55+,monsoon,2024-07-28,50019.0,471649,14796,17853,3781,1807,2386,851,4.4,7497722.87,42474.24,7455248.63,17552.4,53.02,284.0
affiliate,google ads,north,mobile,25-34,winter,2024-02-16,129341.0,1237968,17352,17320,940,2564,7192,3514,2.9,27332862.86,118754.52,27214108.34,22916.27,29.12,164.0
social media,linkedin,east,mobile,45-54,winter,2023-03-22,64194.0,1262204,7699,5631,595,387,1264,360,3.7,4291900.65,63842.66,4228057.99,6622.62,47.07,229.0
search,google ads,north,tablet,18-24,festive,2023-11-18,81412.0,1379132,10780,4667,879,394,3314,244,4.0,2797348.06,65487.68,2731860.38,4171.56,50.04,37.0
email,facebook,west,tablet,55+,summer,2025-12-17,140687.0,1493248,39537,40108,5630,5690,4572,1353,3.6,5411983.99,142686.27,5269297.720000001,3692.93,50.59,130.0
social media,instagram,west,mobile,45-54,winter,2025-03-19,138797.0,1114969,28524,45344,2892,4930,6199,422,3.5,3333900.42,111965.48,3221934.94,2877.61,50.2,144.0
social media,instagram,south,tablet,45-54,summer,2023-09-03,51049.0,370958,12429,13982,3068,927,4247,1453,3.6,1917841.73,41484.31,1876357.42,4523.05,65.93,186.0
email,youtube,central,mobile,25-34,monsoon,2023-05-11,68515.0,725873,17170,21321,1600,1575,5579,401,4.8,2331752.64,73788.16,2257964.48,3060.06,78.24,175.0
email,google ads,south,tablet,25-34,winter,2025-01-09,43067.0,622414,15989,21983,4904,1970,1779,319,4.0,197902.25,38325.51,159576.74,416.37,66.14,209.0
search,x,central,tablet,35-44,winter,2025-01-19,61452.0,874067,22806,24012,4261,1737,2038,434,4.2,4597174.55,51986.67,4545187.88,8742.99,26.63,169.0
social media,x,east,mobile,55+,summer,2024-10-13,45295.0,701840,19004,22699,5648,1545,3262,512,3.5,4996289.94,45001.92,4951288.0200000005,11002.39,38.85,303.0
search,instagram,west,tablet,55+,winter,2023-01-23,43895.0,740103,1994,2259,556,190,195,50,4.4,595997.41,35324.75,560672.66,1587.19,50.04,196.0
social media,instagram,west,tablet,25-34,summer,2025-10-28,104947.0,839202,23945,41356,7305,1423,6479,2299,4.2,6682791.63,110150.44,6572641.19,5966.97,46.03,425.0
social media,facebook,south,desktop,25-34,monsoon,2025-01-17,105876.0,1461064,31661,35178,5654,4156,8048,2080,4.6,11877783.28,101353.44,11776429.84,11619.17,53.76,433.0
email,facebook,north,tablet,55+,festive,2025-07-07,52239.0,1391090,41784,49835,11878,2234,3624,463,5.0,2113310.99,45756.63,2067554.3600000003,4518.59,22.67,95.0
social media,google ads,south,desktop,45-54,summer,2023-08-09,138198.0,1784775,46651,69470,17310,5963,13428,4853,3.2,44655388.46,117528.63,44537859.83,37895.33,65.23,293.0
search,facebook,north,tablet,45-54,monsoon,2025-01-13,56985.0,881016,17967,26138,3117,3784,2053,313,4.2,1448554.83,48321.16,1400233.6700000002,2897.77,23.3,330.0
search,linkedin,north,desktop,55+,summer,2024-05-18,147729.0,1559358,75850,54797,3951,8138,6092,1660,4.1,17689492.53,151339.15,17538153.380000003,11588.64,50.83,116.0
affiliate,linkedin,west,mobile,35-44,festive,2024-12-18,38655.0,481555,8363,6588,462,242,400,33,4.0,317359.71,40144.88,277214.83,690.54,71.95,312.0
influencer,linkedin,central,tablet,18-24,monsoon,2023-08-06,101055.0,1377500,17612,15905,1193,1754,1112,224,4.5,376846.74,86594.76,290251.98,335.18,43.55,250.0
email,google ads,central,desktop,18-24,monsoon,2025-06-10,99425.0,1483872,38739,19048,3307,1049,1928,702,4.1,1706670.9,105231.92,1601438.98,1521.82,65.84,27.0
affiliate,google ads,east,desktop,25-34,summer,2025-09-08,69965.0,567005,11443,17813,3161,2222,1269,492,4.4,3950013.66,59171.37,3890842.29,6575.55,68.24,126.0
social media,instagram,west,tablet,45-54,winter,2023-11-19,56317.0,566785,12540,21302,4258,885,3664,1213,4.9,8623648.64,60479.95,8563168.690000001,14158.69,31.22,136.0
social media,linkedin,central,desktop,45-54,monsoon,2024-01-27,51519.0,480933,8897,14452,2271,1014,2250,638,4.1,3522547.41,45903.81,3476643.6,7573.76,20.13,373.0
email,google ads,central,desktop,55+,monsoon,2023-04-04,76853.0,851036,21306,28209,1966,3396,7722,2915,3.3,14745449.22,62602.81,14682846.41,23453.97,68.97,143.0
email,facebook,south,mobile,45-54,monsoon,2023-10-22,23434.0,282690,7675,9144,1160,818,1265,157,4.0,158097.85,21961.59,136136.26,619.88,60.83,282.0
email,linkedin,east,mobile,25-34,summer,2023-08-28,52922.0,364861,9630,14194,3438,1583,1880,532,3.5,4213146.98,55103.52,4158043.46,7545.88,27.19,141.0
email,google ads,west,desktop,25-34,monsoon,2025-01-19,54901.0,857037,30232,38600,8255,4154,4721,2115,3.7,11189751.23,48780.03,11140971.2,22839.21,73.67,80.0
social media,facebook,north,tablet,45-54,monsoon,2025-09-24,77962.0,360867,9943,15081,2088,1218,2535,146,4.6,1121434.07,72629.41,1048804.66,1444.05,45.81,271.0
search,instagram,west,tablet,35-44,winter,2025-03-21,96618.0,1243017,15703,27440,2815,3505,2451,708,3.5,5558219.08,88213.19,5470005.89,6200.89,77.09,159.0
affiliate,google ads,central,desktop,25-34,monsoon,2023-03-09,74312.0,324551,6156,4235,910,245,888,137,5.0,64565.09,60537.48,4027.609999999993,6.65,74.44,161.0
influencer,x,south,mobile,45-54,summer,2025-11-02,30101.0,425130,11972,15784,3692,1076,1908,136,5.0,259274.79,24970.7,234304.09,938.32,65.32,94.0
email,google ads,north,desktop,25-34,winter,2023-04-25,100015.0,860762,32029,54501,4274,1697,8769,1901,4.7,15233003.25,105666.53,15127336.72,14316.11,42.06,263.0
email,facebook,central,desktop,45-54,festive,2024-03-18,150801.0,3554696,161500,223627,26546,23179,26096,6188,5.0,85313638.44,156037.44,85157601.0,54575.11,22.23,196.0
email,youtube,north,mobile,25-34,monsoon,2023-10-24,186611.0,1015651,54071,52305,11173,5792,4727,855,3.8,2020539.96,163749.87,1856790.09,1133.92,23.69,222.0
